target.x;target.y;delta.x;delta.y
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-7;-1;on
518;512;-7;0;on
518;512;-5;-1;on
518;512;-5;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-5;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-5;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-5;0;on
518;512;-6;-1;on
518;512;-7;-1;on
518;512;-7;-1;on
518;512;-6;-1;on
518;512;-5;0;on
518;512;-5;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-5;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-7;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-5;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-5;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;-1;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
518;512;-6;0;on
